treatment,forest_type,plot_ID,gbh_cm,gbh_cm_stem2,gbh_cm_stem3,height_m,code,species_ID,family,ID_level,plotA,plotB,plotC,wd_m,wd_sd,WD_level,type_plot,gf
L1,evergreen,MAT2C3P02,78,NA,NA,21.5,kneand,Knema andamanica,Myristicaceae,S,Y,NA,NA,0.533326316,0.045363932,G,A,T
L1,evergreen,MAT2C3P02,78,NA,NA,19.5,kneand,Knema andamanica,Myristicaceae,S,Y,NA,NA,0.533326316,0.045363932,G,A,T
L1,evergreen,MAT2C3P02,70,NA,NA,15.5,kneand,Knema andamanica,Myristicaceae,S,Y,NA,NA,0.533326316,0.045363932,G,A,T
L1,evergreen,MAT2C3P02,75,NA,NA,20.5,plaand,Planchonia andamanica,Lecythidaceae,S,Y,NA,NA,0.69,0.033471817,S,A,T
L1,evergreen,MAT2C3P02,92,NA,NA,25.5,melgla,Melicope glabra,Rubiaceae,S,Y,NA,NA,0.33,0.112874602,S,A,T
L1,evergreen,MAT2C3P02,265,NA,NA,42.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,Y,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT2C3P02,112,NA,NA,23.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT2C3P02,103,NA,NA,28.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT2C3P02,60,NA,NA,22.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT2C3P02,97,NA,NA,25.5,carbra,Carallia brachiata,Rhizophoraceae,S,Y,NA,NA,0.665831833,0.065630576,S,A,T
L1,evergreen,MAT2C3P02,44,NA,NA,15.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT2C3P02,32,NA,NA,11.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT2C3P02,180,NA,NA,40,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,218,NA,NA,35,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT2C3P02,240,NA,NA,35,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,225,NA,NA,30,endmal,Endospermum malaccense,Euphorbioaceae,S,NA,NA,Y,0.46,0.050368756,S,C,T
L1,evergreen,MAT2C3P02,190,NA,NA,35,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,210,NA,NA,41.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,195,NA,NA,39.5,caneup,Canarium euphyllum,Burseraceae,S,NA,NA,Y,0.35,0.087044145,S,C,T
L1,evergreen,MAT2C3P02,213,NA,NA,37.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,232,NA,NA,39.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,202,NA,NA,42.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,221,NA,NA,35.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT2C3P02,196,NA,NA,36.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT2C3P02,198,NA,NA,39.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,188,NA,NA,40.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,204,NA,NA,39.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,263,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.576168919,0.038756078,P,C,T
L1,evergreen,MAT2C3P02,198,NA,NA,32.5,endmal,Endospermum malaccense,Euphorbioaceae,S,NA,NA,Y,0.46,0.050368756,S,C,T
L1,evergreen,MAT2C3P02,195,NA,NA,40.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P02,423.9,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.576168919,0.038756078,P,C,T
L1,evergreen,MAT2C3P02,13,NA,NA,4,fichis,Ficus hispida,Moraceae,S,NA,Y,NA,0.38164,0.044745717,S,B,T
L1,evergreen,MAT2C3P02,11,NA,NA,4,dioand,Diospyros andamanica,Ebenaceae,S,NA,Y,NA,0.6,0.130127619,S,B,T
L1,evergreen,MAT2C3P02,11,NA,NA,4.5,fichis,Ficus hispida,Moraceae,S,NA,Y,NA,0.38164,0.044745717,S,B,T
L1,evergreen,MAT2C3P02,12,NA,NA,3,fichis,Ficus hispida,Moraceae,S,NA,Y,NA,0.38164,0.044745717,S,B,T
L1,evergreen,MAT2C3P02,132,NA,NA,32.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,Y,NA,0.645402767,0.073764352,G,B,T
L1,evergreen,MAT2C3P02,11,NA,NA,5,dioand,Diospyros andamanica,Ebenaceae,S,NA,Y,NA,0.6,0.130127619,S,B,T
L1,evergreen,MAT2C3P02,13,NA,NA,5,horgla,Horsfieldia glabra,Myristicaceae,S,NA,Y,NA,0.46,0.08821668,S,B,T
L1,evergreen,MAT2C3P02,12,NA,NA,4,litsp2,Litsea sp2,Lauraceae,S,NA,Y,NA,0.425074384,0.07791455,G,B,T
L1,evergreen,MAT2C3P02,53,NA,NA,16.5,caneup,Canarium euphyllum,Burseraceae,S,Y,Y,NA,0.35,0.087044145,S,B,T
L1,evergreen,MAT2C3P02,11,NA,NA,3,aretri,Areca triandra,Arecaceae,S,NA,Y,NA,0.576168919,0.038756078,P,B,P
L1,evergreen,MAT2C3P02,10,NA,NA,2.5,dioand,Diospyros andamanica,Ebenaceae,S,NA,Y,NA,0.6,0.130127619,S,B,T
L1,evergreen,MAT2C3P02,19,NA,NA,7.5,dioand,Diospyros andamanica,Ebenaceae,S,NA,Y,NA,0.6,0.130127619,S,B,T
L1,evergreen,MAT2C3P02,30,NA,NA,10.5,crysp,Cryptocarya sp,Lauraceae,G,Y,Y,NA,0.578337706,0.109239455,G,B,T
L1,evergreen,MAT2C3P02,189,NA,NA,36.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,Y,Y,0.645402767,0.073764352,G,B,T
L1,evergreen,MAT2C3P02,14,NA,NA,2,aretri,Areca triandra,Arecaceae,S,NA,Y,NA,0.576168919,0.038756078,P,B,P
L1,evergreen,MAT2C3P02,17,NA,NA,3,sapter,Saprosma ternatum,Rubiaceae,S,NA,Y,NA,0.576168919,0.038756078,P,B,T
L1,evergreen,MAT2C3P02,13,NA,NA,2.5,aretri,Areca triandra,Arecaceae,S,NA,Y,NA,0.576168919,0.038756078,P,B,P
L1,evergreen,MAT2C3P02,35,NA,NA,9.5,horgla,Horsfieldia glabra,Myristicaceae,S,Y,Y,NA,0.46,0.08821668,S,B,T
L1,evergreen,MAT2C3P02,10,NA,NA,3,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L1,evergreen,MAT2C3P02,37,NA,NA,NA,belsp,Climber species,NA,G,Y,Y,NA,0.576168919,0.038756078,P,B,P
L1,evergreen,MAT2C3P02,12,NA,NA,4,aretri,Areca triandra,Arecaceae,S,NA,Y,NA,0.576168919,0.038756078,P,B,P
L1,evergreen,MAT2C3P02,19,NA,NA,7.5,diound,Diospyros undulata,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L1,evergreen,MAT2C3P02,47,NA,NA,12.5,kneand,Knema andamanica,Myristicaceae,S,Y,Y,NA,0.533326316,0.045363932,G,B,T
L1,evergreen,MAT2C3P02,89,NA,NA,28.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,Y,NA,0.645402767,0.073764352,G,B,T
L1,evergreen,MAT2C3P02,50,NA,NA,14.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,Y,NA,0.645402767,0.073764352,G,B,T
L1,evergreen,MAT2C3P02,12,NA,NA,3,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L1,evergreen,MAT2C3P02,76,NA,NA,0.5,plaand,Planchonia andamanica,Lecythidaceae,S,Y,Y,NA,0.69,0.033471817,S,B,T
L1,deciduous,MAT2C3P03,48,NA,NA,15.5,surmul,Suregada multiflora,Euphorbioaceae,S,Y,Y,NA,0.647472,0.033046136,S,B,T
L1,deciduous,MAT2C3P03,27,12,NA,5.5,fichis,Ficus hispida,Moraceae,S,NA,Y,NA,0.38164,0.044745717,S,B,T
L1,deciduous,MAT2C3P03,16,NA,NA,6.5,diound,Diospyros undulata,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L1,deciduous,MAT2C3P03,23,NA,NA,7.5,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
L1,deciduous,MAT2C3P03,21,NA,NA,5,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
L1,deciduous,MAT2C3P03,11,NA,NA,3.5,calpsu,Calamus pseudorivalis,Arecaceae,S,NA,Y,NA,0.608409053,0.054345536,P,B,P
L1,deciduous,MAT2C3P03,14,NA,NA,3,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
L1,deciduous,MAT2C3P03,11,NA,NA,4,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L1,deciduous,MAT2C3P03,11,NA,NA,3,trivir,Trigonostemon viridissimis,Annonaceae,S,NA,Y,NA,0.608409053,0.054345536,P,B,T
L1,deciduous,MAT2C3P03,10,NA,NA,4,trivir,Trigonostemon viridissimis,Annonaceae,S,NA,Y,NA,0.608409053,0.054345536,P,B,T
L1,deciduous,MAT2C3P03,13,12,NA,5,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L1,deciduous,MAT2C3P03,34,NA,NA,10.5,surmul,Suregada multiflora,Euphorbioaceae,S,Y,Y,NA,0.647472,0.033046136,S,B,T
L1,deciduous,MAT2C3P03,30,NA,NA,8.5,surmul,Suregada multiflora,Euphorbioaceae,S,Y,Y,NA,0.647472,0.033046136,S,B,T
L1,deciduous,MAT2C3P03,11,NA,NA,3.5,sagell,Sageraea elliptica,Annonaceae,S,NA,Y,NA,0.67,0.086799749,S,B,T
L1,deciduous,MAT2C3P03,11,NA,NA,2.5,sagell,Sageraea elliptica,Annonaceae,S,NA,Y,NA,0.67,0.086799749,S,B,T
L1,deciduous,MAT2C3P03,164,NA,NA,9.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,Y,NA,0.552762,0.063149352,S,B,T
L1,deciduous,MAT2C3P03,50,NA,NA,10.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,Y,NA,0.552762,0.063149352,S,B,T
L1,deciduous,MAT2C3P03,14,NA,NA,7.5,orohex,Orophea hexandra,Annonaceae,S,NA,Y,NA,0.608409053,0.054345536,P,B,T
L1,deciduous,MAT2C3P03,52,NA,NA,4,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,Y,NA,0.552762,0.063149352,S,B,T
L1,deciduous,MAT2C3P03,16,NA,NA,6,sagell,Sageraea elliptica,Annonaceae,S,NA,Y,NA,0.67,0.086799749,S,B,T
L1,deciduous,MAT2C3P03,10,NA,NA,20,caland,Calamus andamanicus,Arecaceae,S,NA,Y,NA,0.608409053,0.054345536,P,B,P
L1,deciduous,MAT2C3P03,15,NA,NA,4.5,orohex,Orophea hexandra,Annonaceae,S,NA,Y,NA,0.608409053,0.054345536,P,B,T
L1,deciduous,MAT2C3P03,13,NA,NA,3,sagell,Sageraea elliptica,Annonaceae,S,NA,Y,NA,0.67,0.086799749,S,B,T
L1,deciduous,MAT2C3P03,14,NA,NA,4.5,diound,Diospyros undulata,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L1,deciduous,MAT2C3P03,59,NA,NA,14.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,deciduous,MAT2C3P03,62,NA,NA,7.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,deciduous,MAT2C3P03,41,NA,NA,12.5,surmul,Suregada multiflora,Euphorbioaceae,S,Y,NA,NA,0.647472,0.033046136,S,A,T
L1,deciduous,MAT2C3P03,113,NA,NA,6,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L1,deciduous,MAT2C3P03,31,NA,NA,10,surmul,Suregada multiflora,Euphorbioaceae,S,Y,NA,NA,0.647472,0.033046136,S,A,T
L1,deciduous,MAT2C3P03,89,NA,NA,16.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L1,deciduous,MAT2C3P03,68,NA,NA,14.5,sagell,Sageraea elliptica,Annonaceae,S,Y,NA,NA,0.67,0.086799749,S,A,T
L1,deciduous,MAT2C3P03,52,NA,NA,14.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,deciduous,MAT2C3P03,75,NA,NA,20.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L1,deciduous,MAT2C3P03,51,NA,NA,15.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,deciduous,MAT2C3P03,103,NA,NA,19.5,terman,Terminalia manii,Combretaceae,S,Y,NA,NA,0.66,0.153541295,S,A,T
L1,deciduous,MAT2C3P03,102,NA,NA,16.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,deciduous,MAT2C3P03,91,NA,NA,16.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L1,deciduous,MAT2C3P03,62,NA,NA,12,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,deciduous,MAT2C3P03,142,NA,NA,26.5,terbia,Terminalia bialata,Combretaceae,S,Y,NA,NA,0.554719761,0.153541295,G,A,T
L1,deciduous,MAT2C3P03,38,NA,NA,12.5,surmul,Suregada multiflora,Euphorbioaceae,S,Y,NA,NA,0.647472,0.033046136,S,A,T
L1,deciduous,MAT2C3P03,34,NA,NA,6.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,Y,NA,NA,0.25,0.070641633,S,A,T
L1,deciduous,MAT2C3P03,81,NA,NA,16.5,stecol,Sterculia colorata,Sterculiaceae,S,Y,NA,NA,0.426577466,0.127696287,G,A,T
L1,deciduous,MAT2C3P03,35,NA,NA,13.5,surmul,Suregada multiflora,Euphorbioaceae,S,Y,NA,NA,0.647472,0.033046136,S,A,T
L1,deciduous,MAT2C3P03,180,NA,NA,27.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,Y,0.552762,0.063149352,S,A,T
L1,deciduous,MAT2C3P03,69,NA,NA,9.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,deciduous,MAT2C3P03,163,NA,NA,24.5,terbia,Terminalia bialata,Combretaceae,S,Y,NA,NA,0.554719761,0.153541295,G,A,T
L1,deciduous,MAT2C3P03,32,NA,NA,9,surmul,Suregada multiflora,Euphorbioaceae,S,Y,NA,NA,0.647472,0.033046136,S,A,T
L1,deciduous,MAT2C3P03,267,NA,NA,27.5,caneup,Canarium euphyllum,Burseraceae,S,NA,NA,Y,0.35,0.087044145,S,C,T
L1,deciduous,MAT2C3P03,187,NA,NA,32.5,terbia,Terminalia bialata,Combretaceae,S,NA,NA,Y,0.554719761,0.153541295,G,C,T
L1,deciduous,MAT2C3P03,205,NA,NA,36.5,terbia,Terminalia bialata,Combretaceae,S,NA,NA,Y,0.554719761,0.153541295,G,C,T
L1,deciduous,MAT2C3P03,200,NA,NA,39.5,neogag,Neonauclea gagaena,Rubiaceae,S,NA,NA,Y,0.655777219,0.05189097,G,C,T
L1,deciduous,MAT2C3P03,184,NA,NA,22.5,garpin,Garuga pinnata,Burseraceae,S,NA,NA,Y,0.64,0.058126736,S,C,T
L1,deciduous,MAT2C3P03,188,NA,NA,28.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,deciduous,MAT2C3P03,193,NA,NA,27.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,NA,NA,Y,0.552762,0.063149352,S,C,T
L1,deciduous,MAT2C3P03,182,NA,NA,28.5,pajrhe,Pajanelia rheedei,Bignoniaceae,S,NA,NA,Y,0.716352,0.252720576,S,C,T
L1,deciduous,MAT2C3P03,358,NA,NA,30.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L1,deciduous,MAT2C3P03,238,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.608409053,0.054345536,P,C,T
L1,deciduous,MAT2C3P03,189,NA,NA,25.5,pajrhe,Pajanelia rheedei,Bignoniaceae,S,NA,NA,Y,0.716352,0.252720576,S,C,T
L1,deciduous,MAT2C3P03,299,NA,NA,34.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L1,deciduous,MAT2C3P03,360,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.608409053,0.054345536,P,C,T
L1,evergreen,MAT2C3P04,250,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.552335531,0.034631981,P,C,T
L1,evergreen,MAT2C3P04,68,NA,NA,20.5,milhor,Miliusa horsfieldii,Annonaceae,S,Y,Y,NA,0.61,0.038162367,S,B,T
L1,evergreen,MAT2C3P04,89,NA,NA,22.5,hopodo,Hopea odorata,Dipterocarpaceae,S,Y,Y,NA,0.635,0.06363961,S,B,T
L1,evergreen,MAT2C3P04,14,NA,NA,3.5,sagell,Sageraea elliptica,Annonaceae,S,NA,Y,NA,0.67,0.086799749,S,B,T
L1,evergreen,MAT2C3P04,165,NA,NA,27.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,Y,NA,0.552762,0.063149352,S,B,T
L1,evergreen,MAT2C3P04,89,NA,NA,23.5,milhor,Miliusa horsfieldii,Annonaceae,S,Y,Y,NA,0.61,0.038162367,S,B,T
L1,evergreen,MAT2C3P04,17,NA,NA,2.5,licspi,Licuala spinosa,Arecaceae,S,NA,Y,NA,0.552335531,0.034631981,P,B,P
L1,evergreen,MAT2C3P04,50,NA,NA,16.5,surmul,Suregada multiflora,Euphorbioaceae,S,Y,Y,NA,0.647472,0.033046136,S,B,T
L1,evergreen,MAT2C3P04,47,NA,NA,10.5,sagell,Sageraea elliptica,Annonaceae,S,Y,Y,NA,0.67,0.086799749,S,B,T
L1,evergreen,MAT2C3P04,13,NA,NA,3,aretri,Areca triandra,Arecaceae,S,NA,Y,NA,0.552335531,0.034631981,P,B,P
L1,evergreen,MAT2C3P04,154,NA,NA,36.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT2C3P04,33,NA,NA,6.5,drylon,Drypetes longifolia,Euphorbioaceae,S,Y,NA,NA,0.62,0.075472281,S,A,T
L1,evergreen,MAT2C3P04,47,NA,NA,13.5,calsou,Calophyllum soulattri,Clusiaceae,S,Y,NA,NA,0.43,0.091706365,S,A,T
L1,evergreen,MAT2C3P04,97,NA,NA,21.5,elatec,Elaeocarpus tectorius,Elaeocarpaceae,S,Y,NA,NA,0.488610154,0.095415774,G,A,T
L1,evergreen,MAT2C3P04,181,NA,NA,33.5,terpro,Terminalia procera,Combretaceae,S,Y,NA,Y,0.52,0.153541295,S,A,T
L1,evergreen,MAT2C3P04,34,NA,NA,6.5,sagell,Sageraea elliptica,Annonaceae,S,Y,NA,NA,0.67,0.086799749,S,A,T
L1,evergreen,MAT2C3P04,66,NA,NA,1.5,licpel,Licuala peltata,Arecaceae,S,Y,NA,NA,0.552335531,0.034631981,P,A,P
L1,evergreen,MAT2C3P04,58,NA,NA,1.5,licpel,Licuala peltata,Arecaceae,S,Y,NA,NA,0.552335531,0.034631981,P,A,P
L1,evergreen,MAT2C3P04,214,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.552335531,0.034631981,P,C,T
L1,evergreen,MAT2C3P04,94,NA,NA,19.5,lancor,Lannea coromandelica,Anacardiaceae,S,Y,NA,NA,0.397296667,0.049785781,S,A,T
L1,evergreen,MAT2C3P04,212,NA,NA,29.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,NA,NA,Y,0.552762,0.063149352,S,C,T
L1,evergreen,MAT2C3P04,193,NA,NA,32.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT2C3P04,203,NA,NA,34.5,tetnud,Tetrameles nudiflora,Tetramelaceae,S,NA,NA,Y,0.307096,0.048223214,S,C,T
L1,evergreen,MAT2C3P04,180,NA,NA,35.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT2C3P04,354.82,NA,NA,36.5,tetnud,Tetrameles nudiflora,Tetramelaceae,S,NA,NA,Y,0.307096,0.048223214,S,C,T
L1,evergreen,MAT2C3P04,65,NA,NA,17.5,pompin,Pometia pinnata,Sapindaceae,S,Y,NA,NA,0.63303,0.066968606,S,A,T
L1,evergreen,MAT2C3P04,131,NA,NA,31.5,tetnud,Tetrameles nudiflora,Tetramelaceae,S,Y,NA,NA,0.307096,0.048223214,S,A,T
L1,evergreen,MAT2C3P04,160,NA,NA,35.5,neogag,Neonauclea gagaena,Rubiaceae,S,Y,NA,NA,0.655777219,0.05189097,G,A,T
L1,evergreen,MAT2C3P04,64,NA,NA,18.5,pompin,Pometia pinnata,Sapindaceae,S,Y,NA,NA,0.63303,0.066968606,S,A,T
L1,evergreen,MAT2C3P04,65,NA,NA,18.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT2C3P04,39,NA,NA,10.5,kneand,Knema andamanica,Myristicaceae,S,Y,NA,NA,0.533326316,0.045363932,G,A,T
L1,evergreen,MAT2C3P04,37,NA,NA,10.5,fagrac,Fagraea racemosa,Loganiaceae,S,Y,NA,NA,0.643333333,0.100664459,S,A,T
L1,evergreen,MAT2C3P04,67,NA,NA,23.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT2C3P04,118,NA,NA,27.5,elatec,Elaeocarpus tectorius,Elaeocarpaceae,S,Y,NA,NA,0.488610154,0.095415774,G,A,T
L1,evergreen,MAT2C3P04,38,NA,NA,14.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT2C3P04,236,NA,NA,35.5,terman,Terminalia manii,Combretaceae,S,NA,NA,Y,0.66,0.153541295,S,C,T
L1,evergreen,MAT2C3P04,190,NA,NA,41.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P04,192,NA,NA,38.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P04,216,NA,NA,29.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT2C3P04,195,NA,NA,37.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P04,180,NA,NA,32.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT2C3P04,222,NA,NA,37.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P04,181,NA,NA,41.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P04,226,NA,NA,32.5,elatec,Elaeocarpus tectorius,Elaeocarpaceae,S,NA,NA,Y,0.488610154,0.095415774,G,C,T
L1,evergreen,MAT2C3P04,180,NA,NA,25.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT2C3P04,198,NA,NA,36.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P04,199,NA,NA,35.5,caneup,Canarium euphyllum,Burseraceae,S,NA,NA,Y,0.35,0.087044145,S,C,T
L1,evergreen,MAT2C3P04,206,NA,NA,34.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L1,evergreen,MAT2C3P04,181,NA,NA,35.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT2C3P04,210.38,NA,NA,32.5,tetnud,Tetrameles nudiflora,Tetramelaceae,S,NA,NA,Y,0.307096,0.048223214,S,C,T
L1,evergreen,MAT2C3P04,281,NA,NA,31.5,caneup,Canarium euphyllum,Burseraceae,S,NA,NA,Y,0.35,0.087044145,S,C,T
L1,evergreen,MAT2C3P04,250,NA,NA,29.5,caneup,Canarium euphyllum,Burseraceae,S,NA,NA,Y,0.35,0.087044145,S,C,T
L1,evergreen,MAT2C3P04,292.02,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.552335531,0.034631981,P,C,T
L1,evergreen,MAT2C3P05,10,NA,NA,4,drylon,Drypetes longifolia,Euphorbioaceae,S,NA,Y,NA,0.62,0.075472281,S,B,T
L1,evergreen,MAT2C3P05,75,NA,NA,18.5,sagell,Sageraea elliptica,Annonaceae,S,Y,Y,NA,0.67,0.086799749,S,B,T
L1,evergreen,MAT2C3P05,68,NA,NA,22.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,Y,NA,0.645402767,0.073764352,G,B,T
L1,evergreen,MAT2C3P05,42,NA,NA,8.5,kneand,Knema andamanica,Myristicaceae,S,Y,Y,NA,0.533326316,0.045363932,G,B,T
